OBJECTID,GlobalID,Name,Latitude,Longitude,Activity,Description,Website,Notes,Category,County,Record Type,TrailID,Registered,Trail Activity,Format,Grade,Difficulty,Trail Type,Length in Km,Time To Complete,Location Network,DogsAllowedOriginal,Dogs Allowed,Ascent Metres,WalksScheme,ManagementOrganisation,ExternalLinks,NearestTownStart,NearestTownFinish,StartPoint,FinishPoint,WaymarkingDescription,Facilities,GridRefStart,GridRefFinish,MapGuides,OSiMaps,PublicTransport,Comment,DataOwner,sourceglobalid,TrailHeadType,x,y
63501,1f3113ac-5761-4ba6-9295-70bf45d083ee,Avoca Red Kite Loop,52.85936,-6.21098,Walking,,https://www.sportireland.ie/outdoors/walking/trails/avoca-red-kite-loop,,leisure & recreation,Wicklow,Trail,694,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,2.5,1 hour,Kilmagig Woods,On a lead,Yes,80,No,Avoca Tidy Towns & Community Courthouse,,Avoca,Avoca,Car park opposite church in Avoca Village,Car park opposite church in Avoca Village,Red arrow on black background,"Shops, pubs, accommodation",T 205 802,T 205 802,,Discovery Series Sheet 62,,Dogs are allowed on leads,Sport Ireland,34c3e179-d442-4962-8092-01b6c651b332,Start,-6.21098,52.85936
63502,7bb5459b-b0a3-4a1a-b695-7338f3cbf3b2,Ballincollig Gunpowder Trails - Powdermills Trail,51.88929,-8.620042,Walking,,https://www.sportireland.ie/outdoors/walking/trails/ballincollig-gunpowder-trails-powdermills-trail,,leisure & recreation,Cork,Trail,695,Yes,Walking,Loop,Easy,Easy,Walking Trail,5,1.25 hours,Ballincollig Gunpowder Trails,On a lead,Yes,0,No,Ballincollig Tidy Towns,,Ballincollig,Ballincollig,Western entrance to Regional Park,Western entrance to Regional Park,Blue arrow,"Car parking, shops, cafés, restaurants",W 574 710,W 574 710,The Ballincollig Gunpowder Trails,Discovery Series Sheet 87,,Please keep dogs on a lead,Sport Ireland,397647bb-0a5a-4e17-9595-6340bdb646ae,Start,-8.620042,51.88929
63503,8ea41dd7-7ec8-4694-a3dc-4d7944d0df33,Ballincollig Gunpowder Trails - Military Trail,51.88929,-8.620042,Walking,,https://www.sportireland.ie/outdoors/walking/trails/ballincollig-gunpowder-trails-military-trail,,leisure & recreation,Cork,Trail,696,Yes,Walking,Loop,Easy,Easy,Walking Trail,7,1.75 hours,Ballincollig Gunpowder Trails,On a lead,Yes,30,No,Ballincollig Tidy Towns,,Ballincollig,Ballincollig,Western Entrance to Regional Park / Ballincollig Shopping Centre,Western Entrance to Regional Park / Entrance to Ballincollig Shopping Centre,Red arrow,"Car parking, shops, cafés, restaurants",W 574 710 / W 592 707,W 574 710 / W 592 707,The Ballincollig Gunpowder Trails,Discovery Series Sheet 87,,Please keep dogs on a lead,Sport Ireland,ae928de7-8859-4c16-a73d-8ebc5b09544f,Start,-8.620042,51.88929
63504,70535b66-d7e4-451f-bc87-e4f2f1f9eeba,Ballincollig Gunpowder Trails - Heron Trail,51.88929,-8.620042,Walking,,https://www.sportireland.ie/outdoors/walking/trails/ballincollig-gunpowder-trails-heron-trail,,leisure & recreation,Cork,Trail,697,Yes,Walking,Loop,Multi-Access,Very Easy,Walking Trail,1,15 mins,Ballincollig Gunpowder Trails,On a lead,Yes,0,No,Ballincollig Tidy Towns,,Ballincollig,Ballincollig,Western entrance to Regional Park,Western entrance to Regional Park,White arrow,"Car parking, shops, cafés, restaurants",W 574 710,W 574 710,The Ballincollig Gunpowder Trails,Discovery Series Sheet 87,,Please keep dogs on a lead,Sport Ireland,92ec9459-bfbd-4d18-b0ff-9bcc8eeb7d03,Start,-8.620042,51.88929
63505,c6b4c3d5-7fb8-4ddb-b2e4-ec7a4a2eef11,Ballincollig Gunpowder Trails - Ash Trail,51.88929,-8.620042,Walking,,https://www.sportireland.ie/outdoors/walking/trails/ballincollig-gunpowder-trails-ash-trail,,leisure & recreation,Cork,Trail,698,Yes,Walking,Loop,Easy,Easy,Walking Trail,3,1.25 hours,Ballincollig Gunpowder Trails,On a lead,Yes,0,No,Ballincollig Tidy Towns,,Ballincollig,Ballincollig,Western entrance to Regional Park,Western entrance to Regional Park,Yellow arrow,"Car parking, shops, cafés, restaurants",W 574 710,W 574 710,The Ballincollig Gunpowder Trails,Discovery Series Sheet 87,,Please keep dogs on a lead,Sport Ireland,c12552b8-d7f0-4e7a-9f13-d461053c0297,Start,-8.620042,51.88929
63506,f1c94fb4-ba4d-40e6-bf9f-4155d9c48870,Cosan Felim Inch Loop Walk,52.716191,-7.916098,Walking,,https://www.sportireland.ie/outdoors/walking/trails/cosan-felim-inch-loop-walk,,leisure & recreation,Tipperary,Trail,699,Yes,Walking,Loop,Easy,Easy,Walking Trail,5.5,1.3 hours,Inch,No,No,,No,Inch Trail Development Group,,Monroe,Monroe,Monroe Church car park,Monroe Church car park,White arrow on green background,"Car parking, accommodation, shops, café, restaurant, pub",S 057 628,S 057 628,,Discovery Series Sheet 59,,,Sport Ireland,fd74ce09-60d2-475a-8a3e-c784a24a03e6,Start,-7.916098,52.716191
63507,0fd039a7-cc9c-4d7e-98d1-25703dd517a7,Ciaran Shannon Walk,52.842376,-6.355917,Walking,,https://www.sportireland.ie/outdoors/walking/trails/ciaran-shannon-walk,,leisure & recreation,Wicklow,Trail,700,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,2.4,45 mins,Roddenagh Wood,Under effective control,Yes,,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Wicklow-RoddenaghWoodMap.pdf |Link to downloadable map^ https://www.coillte.ie/site/roddenagh-wood/ |Link to website with further information,Annacurra,,,,Red,,,,,,,,Sport Ireland,33e70f5d-c277-452f-a774-3b9d36b033a2,Start,-6.355917,52.842376
63508,825ea689-4f8b-48f5-ab8a-bc455c337c13,Killykeen Forest Park - Gartanoul Trail,54.00576,-7.46561,Walking,,https://www.sportireland.ie/outdoors/walking/trails/killykeen-forest-park-gartanoul-trail,,leisure & recreation,Cavan,Trail,704,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,2,,Killykeen Forest Park,Under effective control,Yes,,No,Coillte North and East,http://www.coillte.ie/media/2017/01/Cavan-Killykeen_Forest-Park.pdf|Link to downloadable map^ http://www.coillte.ie/site/killykeen-forest-park/|Link to website with further information,,,,,Red arriw,,,,,,,,Sport Ireland,0351fa2e-8148-4820-8b22-b7a9359f5d6b,Start,-7.46561,54.00576
63509,389a6795-1904-4d4f-8ca1-21db2d0e513e,Killykeen Forest Park - Gartanoul Shore Walk,54.00576,-7.46561,Walking,,https://www.sportireland.ie/outdoors/walking/trails/killykeen-forest-park-gartanoul-shore-walk,,leisure & recreation,Cavan,Trail,705,Yes,Walking,Linear,Moderate,Moderate,Walking Trail,4.6,,Killykeen Forest Park,Under effective control,Yes,,No,Coillte North and East,http://www.coillte.ie/media/2017/01/Cavan-Killykeen_Forest-Park.pdf|Link to downloadable map^ http://www.coillte.ie/site/killykeen-forest-park/|Link to website with further information,,,,,Blue arrow,,,,,,,,Sport Ireland,8e38b3a8-7157-4154-9401-db39c8e1db05,Start,-7.46561,54.00576
63510,b236c04b-820d-44a2-a83f-e14ab11aa5be,Killykeen Forest Park - Gartanoul Shore Walk,54.00576,-7.46561,Walking,,https://www.sportireland.ie/outdoors/walking/trails/killykeen-forest-park-gartanoul-shore-walk,,leisure & recreation,Cavan,Trail,705,Yes,Walking,Linear,Moderate,Moderate,Walking Trail,4.6,,Killykeen Forest Park,Under effective control,Yes,,No,Coillte North and East,http://www.coillte.ie/media/2017/01/Cavan-Killykeen_Forest-Park.pdf|Link to downloadable map^ http://www.coillte.ie/site/killykeen-forest-park/|Link to website with further information,,,,,Blue arrow,,,,,,,,Sport Ireland,4f2bf3a0-31da-44a9-b717-6dd9f508a34b,Finish,-7.46561,54.00576
63511,ab7662e9-d8f0-4b93-9b5c-aa5c8c9ad966,Killykeen Forest Park - Multi-Access,54.00576,-7.46561,Walking,,https://www.sportireland.ie/outdoors/walking/trails/killykeen-forest-park-multi-access,,leisure & recreation,Cavan,Trail,707,Yes,Walking,Loop,Multi-Access,Very Easy,Walking Trail,0.5,,Killykeen Forest Park,Under effective control,Yes,,No,Coillte North and East,http://www.coillte.ie/media/2017/01/Cavan-Killykeen_Forest-Park.pdf|Link to downloadable map^ http://www.coillte.ie/site/killykeen-forest-park/|Link to website with further information,,,,,Orange arrow,,,,,,,,Sport Ireland,a9f164ba-b489-420a-b490-8c01e3f2732f,Start,-7.46561,54.00576
63512,b0986f0e-6f8e-4381-8aa3-e0d47044b2dd,Cong/Clonbur Trail,53.53964825,-9.28592055,Walking,"This trail follows forest road and path through a wide variety of native and exotic trees and shrubs in this wood between the villages of Cong and Clonbur, passing near a cave/sink and under two county roads. A large proportion of the wood is a Special Area of Conservation and, because of its conservation value, circa 293ha has been designated a priority woodland and a restoration life nature project is ongoing to remove exotic species. Signage along the route explains the restoration work undertaken.",https://www.sportireland.ie/outdoors/walking/trails/congclonbur-trail,,leisure & recreation,Galway,Trail,710,Yes,Walking,Linear,Easy,Easy,Walking Trail,6,1 hour 45 minutes,Cong Clonbur,Under effective control,Yes,0,No,Coillte West,https://www.coillte.ie/media/2017/01/Galway-Clonbur-Wood.pdf|Link to downloadable map^ https://www.coillte.ie/site/clonbur-wood/|Link to website with further information,Cong Village,Clonbur,At forest entrance near Cong Abbey,Forest Entrance in Clonbur Village,Green,Cong and Clonbur Villages,M 146 551,M 098 559,,Discovery Series Sheet 38,,,Sport Ireland,a9d14775-f3c7-4fcd-be40-679bc9e723b5,Start,-9.28592055,53.53964825
63513,43b5d71a-e975-43c3-b7ae-322276e297ae,Cong/Clonbur Trail,53.54507434,-9.36098937,Walking,"This trail follows forest road and path through a wide variety of native and exotic trees and shrubs in this wood between the villages of Cong and Clonbur, passing near a cave/sink and under two county roads. A large proportion of the wood is a Special Area of Conservation and, because of its conservation value, circa 293ha has been designated a priority woodland and a restoration life nature project is ongoing to remove exotic species. Signage along the route explains the restoration work undertaken.",https://www.sportireland.ie/outdoors/walking/trails/congclonbur-trail,,leisure & recreation,Galway,Trail,710,Yes,Walking,Linear,Easy,Easy,Walking Trail,6,1 hour 45 minutes,Cong Clonbur,Under effective control,Yes,0,No,Coillte West,https://www.coillte.ie/media/2017/01/Galway-Clonbur-Wood.pdf|Link to downloadable map^ https://www.coillte.ie/site/clonbur-wood/|Link to website with further information,Cong Village,Clonbur,At forest entrance near Cong Abbey,Forest Entrance in Clonbur Village,Green,Cong and Clonbur Villages,M 146 551,M 098 559,,Discovery Series Sheet 38,,,Sport Ireland,0695698b-0b65-4093-9329-b053f317163a,Finish,-9.36098937,53.54507434
63514,5d7e6378-3a7c-4532-a2b4-87a1cbf03adb,Moore Abbey Woods - Bluebell Way,53.130348,-7.048537,Walking,"This trail follows forest road, forest track and path through the northern part of this broadleaf and conifer wood and includes the avenue lined with cypress trees. It is especially enjoyable in the spring when the bluebells are in bloom.",https://www.sportireland.ie/outdoors/walking/trails/moore-abbey-woods-bluebell-way,,leisure & recreation,Kildare,Trail,714,No,Walking,Loop,Easy,Easy,Walking Trail,1.5,40 minutes,Moore Abbey Wood,Under effective control,Yes,30,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Kildare-Moore-Abbey.pdf|Link to downloadable map^ https://www.coillte.ie/site/moore-abbey/|Link to website with further information,Monasterevin,Monasterevin,Car park at forest entrance,Car park at forest entrance,Blue,"In Monasterevin: car parking, shops, restaurants, cafes, accommodation
At trailhead: car parking, picnic area",N 637 092,N 637 092,,Discovery Series Sheet 55,,,Sport Ireland,2f5f2bd2-9e3e-45ac-a6c9-e5381a2a3375,Start,-7.048537,53.130348
63515,1f956958-2ed8-4b9e-b586-139fba250fac,Moore Abbey Woods - Gerard Manly Hopkins Way,53.130348,-7.048537,Walking,This trail follows forest road through half of this broadleaf and conifer wood with a viewing point not far from the southern end offering fine views of the surrounding countryside. The walk is named after the English poet who considered Monasterevin and its environs his rural haven.,https://www.sportireland.ie/outdoors/walking/trails/moore-abbey-woods-gerard-manly-hopkins-way,,leisure & recreation,Kildare,Trail,715,No,Walking,Loop,Moderate,Moderate,Walking Trail,2,30 minutes,Moore Abbey Wood,Under effective control,Yes,50,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Kildare-Moore-Abbey.pdf|Link to downloadable map^ https://www.coillte.ie/site/moore-abbey/|Link to website with further information,Monasterevin,Monasterevin,Car park at forest entrance,Car park at forest entrance,Red,"In Monasterevin: car parking, shops, restaurants, cafes, accommodation
At trailhead: car parking, picnic area",N 637 092,N 637 092,,Discovery Series Sheet 55,,,Sport Ireland,6278747e-3fba-4a97-8103-e097f6125dd4,Start,-7.048537,53.130348
63516,ffd20986-f1d5-48d8-a7eb-48b666663dfa,Moore Abbey Woods - Count John McCormack Way,53.130348,-7.048537,Walking,"This trail follows forest road all the way around this broadleaf and conifer wood with fine views from the northern end of the trail of Mooreabbbey House where Count John McCormack once lived, and completely different views of the surrounding countryside from a viewing point at the southern end of the trail.",https://www.sportireland.ie/outdoors/walking/trails/moore-abbey-woods-count-john-mccormack-way,,leisure & recreation,Kildare,Trail,716,No,Walking,Loop,Easy,Easy,Walking Trail,3.5,1 hour,Moore Abbey Wood,Under effective control,Yes,70,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Kildare-Moore-Abbey.pdf|Link to downloadable map^ https://www.coillte.ie/site/moore-abbey/|Link to website with further information,Monasterevin,Monasterevin,Car park at forest entrance,Car park at forest entrance,Green,"In Monasterevin: car parking, shops, restaurants, cafes, accommodation
At trailhead: car parking, picnic area",N 637 092,N 637 092,,Discovery Series Sheet 55,,,Sport Ireland,fe8773c4-c013-4dee-aa18-2969f94ffa0d,Start,-7.048537,53.130348
63517,fa2359ba-01b7-41e5-8c39-8305fbe3dd31,Derrycassan - Main Avenue Walk,53.82366,-7.53638,Walking,"This trail follows forest road along the river and lakeshore through a mixture of conifers and deciduous trees, passing the remains of Derrycassan House, a walled garden, a summer house, an old boat house as well as the site of a rath and several viewing points, offering fine scenic views of Lough Gowna, while flora includes bluebells, rhododendron, laurel, holly, elderberry and periwinkles along the river bank.",https://www.sportireland.ie/outdoors/walking/trails/derrycassan-main-avenue-walk,,leisure & recreation,Longford,Trail,717,Yes,Walking,Loop,Easy,Easy,Walking Trail,3.2,45 mins,Derrycassan Trails,Under effective control,Yes,,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Longford-Derrycassan-Wood.pdf|Link to downloadable map^ https://www.coillte.ie/site/derrycassan/|Link to website with further information,Granard,Granard,About 800m from the forest entrance,About 800m from the forest entrance,white,"In Granard: All services
At trailhead: Car parking, picnic area",N 311 860,N 311 860,,Discovery Series Sheet 34,,,Sport Ireland,cf412ab2-b2f2-4a30-bf77-a11f7a21a0b1,Start,-7.53638,53.82366
63518,60674e5e-ff12-4faf-991e-d88629d3e6d7,Derrycassan - Nature Trail Walk,53.82366,-7.53638,Walking,"In a woodland of coniferous and deciduous trees this trail follows forest road and path along the Clooneen River and through the trees, passing a viewing point on the lakeshore with magnificent vistas of Lough Gowna and nearby Cygnet Island, all in a compact area in esker country.",https://www.sportireland.ie/outdoors/walking/trails/derrycassan-nature-trail-walk,,leisure & recreation,Longford,Trail,718,Yes,Walking,Loop,Easy,Easy,Walking Trail,1.2,30 mins,Derrycassan Trails,Under effective control,Yes,,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Longford-Derrycassan-Wood.pdf|Link to downloadable map^ https://www.coillte.ie/site/derrycassan/|Link to website with further information,Granard,Granard,About 800m from the forest entrance,About 800m from the forest entrance,blue,"At Granard: All services
At trailhead: Car parking, picnic area",N 311 860,N 311 860,,Discovery Series Sheet 34,,,Sport Ireland,456d00cc-9554-478f-adc7-2e622780e3b8,Start,-7.53638,53.82366
63519,277fa2cc-ff15-4acd-8b63-f24072a8da98,Derrycassan - Walled Garden Walk,53.82366,-7.53638,Walking,"In a woodland of conifers and deciduous trees, this trail follows forest road and path along the main avenue to Derrycassan House, once a three storey mansion of which only the remains can now be seen, continuing on to loop around what is left of the walls of its walled garden and passing close to the site of a rath. ",https://www.sportireland.ie/outdoors/walking/trails/derrycassan-walled-garden-walk,,leisure & recreation,Longford,Trail,719,Yes,Walking,Loop,Easy,Easy,Walking Trail,2.3,1 hour,Derrycassan Trails,Under effective control,Yes,,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Longford-Derrycassan-Wood.pdf|Link to downloadable map^ https://www.coillte.ie/site/derrycassan/|Link to website with further information,Granard,Granard,About 800m from the forest entrance,About 800m from the forest entrance,red,"In Granard: All services
At trailhead: Car parking and picnic area",N 311 860,N 311 860,,Discovery Series Sheet 34,,,Sport Ireland,8b794c1f-4c75-4f39-9c6b-0def6785f82c,Start,-7.53638,53.82366
63520,be3b888d-e210-4e63-96d8-01dd0122bc62,Knockanacree - Beech Trail,52.953816,-8.041156,Walking,,https://www.sportireland.ie/outdoors/walking/trails/knockanacree-beech-trail,,leisure & recreation,Tipperary,Trail,727,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,2.5,50 mins,Knockanacree Woods,Under effective control,Yes,,No,Coillte South,https://www.coillte.ie/media/2017/01/Tipperary-Cloughjordan-Knockanacree_full.pdf |Link to downloadable map^ https://www.coillte.ie/site/knockanacree-woods/ |Link to website with further information,Cloughjordan,,Car Park,Car Park,Red,,,,,,,,Sport Ireland,55c4a4c8-0ff0-43aa-904a-51b36e67db6e,Start,-8.041156,52.953816
63521,7f7768c3-1c20-4a95-a4b1-44fed5faebe3,Knockanacree - Ash Loop,52.953816,-8.041156,Walking,,https://www.sportireland.ie/outdoors/walking/trails/knockanacree-ash-loop,,leisure & recreation,Tipperary,Trail,728,Yes,Walking,Loop,Easy,Easy,Walking Trail,1.4,30 mins,Knockanacree Woods,Under effective control,Yes,,No,Coillte South,https://www.coillte.ie/media/2017/01/Tipperary-Cloughjordan-Knockanacree_full.pdf |Link to downloadable map^ https://www.coillte.ie/site/knockanacree-woods/ |Link to website with further information,Cloughjordan,,Car Park,Car Park,Blue,,,,,,,,Sport Ireland,de190619-046b-4210-9b99-c2886babcbab,Start,-8.041156,52.953816
63522,74ab492e-f4d9-4f7e-8239-d1a4ef13438e,Knockanacree - Oak Walk,52.953816,-8.041156,Walking,,https://www.sportireland.ie/outdoors/walking/trails/knockanacree-oak-walk,,leisure & recreation,Tipperary,Trail,729,Yes,Walking,Loop,Easy,Easy,Walking Trail,1.8,40 mins,Knockanacree Woods,Under effective control,Yes,,No,Coillte South,https://www.coillte.ie/media/2017/01/Tipperary-Cloughjordan-Knockanacree_full.pdf |Link to downloadable map^ https://www.coillte.ie/site/knockanacree-woods/ |Link to website with further information,Cloughjordan,,Car Park,Car Park,Green,,,,,,,,Sport Ireland,bc4bbfe6-6ed2-421c-b33a-3d319c32655a,Start,-8.041156,52.953816
63523,f1d7d194-594c-4c8c-8429-5860c12b1f3b,Garrettstown - Templetrine Spur,51.662405,-8.594426,Walking,,https://www.sportireland.ie/outdoors/walking/trails/garrettstown-templetrine-spur,,leisure & recreation,Cork,Trail,743,Yes,Walking,Linear,Moderate,Moderate,Walking Trail,1.6,30 mins,Garrettstown,Under effective control,Yes,30,No,Coillte South,https://www.coillte.ie/media/2016/12/Cork-Ballinspittle.-Garrettstown.pdf |Link to downloadable map^ https://www.coillte.ie/site/ballinspittle-garrettstown-2/ |Link to website with further information,Ballinspittle Village,Ballinspittle Village,Inside gate and pillars at main entrance beside Ballinspittle Village,Inside gate and pillars at main entrance beside Ballinspittle Village,White arrow,,,,,Discovery Series Sheets 86 or 87,,,Sport Ireland,1a961a5d-2838-4969-81a4-d4d905646214,Start,-8.594426,51.662405
63524,d1df6d4f-1eb8-4a8a-8f19-ae756cbc9615,Garrettstown - Templetrine Spur,51.662405,-8.594426,Walking,,https://www.sportireland.ie/outdoors/walking/trails/garrettstown-templetrine-spur,,leisure & recreation,Cork,Trail,743,Yes,Walking,Linear,Moderate,Moderate,Walking Trail,1.6,30 mins,Garrettstown,Under effective control,Yes,30,No,Coillte South,https://www.coillte.ie/media/2016/12/Cork-Ballinspittle.-Garrettstown.pdf |Link to downloadable map^ https://www.coillte.ie/site/ballinspittle-garrettstown-2/ |Link to website with further information,Ballinspittle Village,Ballinspittle Village,Inside gate and pillars at main entrance beside Ballinspittle Village,Inside gate and pillars at main entrance beside Ballinspittle Village,White arrow,,,,,Discovery Series Sheets 86 or 87,,,Sport Ireland,67975c8a-aec1-4869-965b-41d0e5981de4,Finish,-8.594426,51.662405
63525,023e6afd-37ef-467c-8694-95d40eb902b5,Oughaval Woods - Mass Rock Walk,53.003532,-7.1271,Walking,"The walk follows forest road, forest track and path in this mainly broadleaf woods bringing you to the site of the Mass Rock. There is a good selection of flora and fauna with a viewing point along the way giving splendid vistas over the surrounding countryside.",https://www.sportireland.ie/outdoors/walking/trails/oughaval-woods-mass-rock-walk,,leisure & recreation,Laois,Trail,748,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,2,30 mins,Oughaval Woods,Under effective control,Yes,,No,Coillte North and East,https://www.coillte.ie/media/2017/03/LS_Oughaval_Map.pdf|Link to downloadable map^ https://www.coillte.ie/site/oughaval/|Link to website with further information,Stradbally,Stradbally,Oughaval Wood Car Park,Oughaval Wood Car Park,White arrow on blue background,"Car parking and picnic facilities at Trailhead. Shops, restaurants/cafes & accommodation at Stradbally (2km)",S 585 951,S 585 951,Oughaval Wood,Discovery Series Sheet 55,Bus Eireann Service passing,,Sport Ireland,e33d5fd1-167b-47eb-8463-8291aeae8389,Start,-7.1271,53.003532
63526,ccb25ccc-c253-44dc-aec0-7149f276c27a,Oughaval Woods - Beech Way Walk,53.003532,-7.1271,Walking,"The walk follows forest road, forest track and path in the northern part of this mainly broadleaf woods, bringing you past the Mass Rock. There is a good selection of flora and fauna with a viewing point along the way giving splendid vistas over the surrounding countryside.",https://www.sportireland.ie/outdoors/walking/trails/oughaval-woods-beech-way-walk,,leisure & recreation,Laois,Trail,749,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,2,30 mins,Oughaval Woods,Under effective control,Yes,,No,Coillte North and East,https://www.coillte.ie/media/2017/03/LS_Oughaval_Map.pdf|Link to downloadable map^ https://www.coillte.ie/site/oughaval/|Link to website with further information,Stradbally,Stradbally,Oughaval Wood Car Park,Oughaval Wood Car Park,White arrow on green background,"Car parking and picnic facilities at Trailhead. Shops, restaurants/cafes & accommodation at Stradbally (2km)",S 585 951,S 585 951,Oughaval Wood,Discovery Series Sheet 55,Bus Eireann Service passing,,Sport Ireland,71bc66c8-fd5c-4d7a-8a34-39ec4b6fdb5a,Start,-7.1271,53.003532
63527,3a328657-9e4e-4145-b8a0-bc11b35c4b6d,Oughaval Woods - Cobbler's Castle Walk,53.003532,-7.1271,Walking,"This walk follows forest road and path around the whole mainly broadleaf woods, passing close to the site of Cobbler's Castle folly which was constructed during the Famine. There is a good selection of flora and fauna with viewing points along the way giving splendid vistas over the surrounding countryside.",https://www.sportireland.ie/outdoors/walking/trails/oughaval-woods-cobblers-castle-walk,,leisure & recreation,Laois,Trail,750,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,6,1 hour 15 minutes,Oughaval Woods,Under effective control,Yes,,No,Coillte North and East,https://www.coillte.ie/media/2017/03/LS_Oughaval_Map.pdf|Link to downloadable map^ https://www.coillte.ie/site/oughaval/|Link to website with further information,Stradbally,Stradbally,Oughaval Wood Car Park,Oughaval Wood Car Park,white arrow on red background,"Car parking and picnic facilities at Trailhead. Shops, restaurants/cafes & accommodation at Stradbally (2km)",S 585 951,S 585 951,Oughaval Wood,Discovery Series Sheet 55,Bus Eireann Service passing,,Sport Ireland,f846a193-d167-426b-b896-8c51a58040b6,Start,-7.1271,53.003532
63528,7a2091a0-4780-44b2-b9cb-69df989e48c9,Aghrane Loop,53.523202,-8.3333,Walking,This trail follows forest road and forest track through mixed commercial forest and beautiful parkland trees planted by the old estate with a wide diversity of species throughout the forest. You pass the old estate Grand Bridge close to the open parkland and Castlekelly ruin. Part of this trail also passes close to the raised bog habitat of Aughrim Bog Natural Heritage Area which is rare in the EU.,https://www.sportireland.ie/outdoors/walking/trails/aghrane-loop,,leisure & recreation,Galway,Trail,751,Yes,Walking,Loop,Easy,Easy,Walking Trail,8,2 hours,Aghrane Woods,On a lead,Yes,,No,Coillte West,https://www.coillte.ie/media/2017/01/Galway-Aghrane.pdf|Link to downloadable map^ https://www.coillte.ie/site/aghrane/|Link to website with further information,Ballygar,Ballygar,Ballygar Village,Ballygar Village,Blue,"Car parking. Shops, restaurant, café, accommodation",M 787 529,M 787 529,,Discovery Series Sheet 40,Bus Eireann bus and local bus service,,Sport Ireland,2178adf2-f693-4b83-bed1-74eab3bfdd6f,Start,-8.3333,53.523202
63529,9614060e-e015-4296-999e-18b40e33658d,Aghrane Castlekelly Loop,53.523202,-8.3333,Walking,This trail follows forest road and forest track through mixed commercial forest and beautiful parkland trees planted by the old estate with a wide diversity of species throughout the forest. You pass by the old estate Grand Bridge close to the open parkland and Castlekelly ruin.,https://www.sportireland.ie/outdoors/walking/trails/aghrane-castlekelly-loop,,leisure & recreation,Galway,Trail,752,Yes,Walking,Loop,Easy,Easy,Walking Trail,5.7,1 hour 45 minutes,Aghrane Woods,On a lead,Yes,44,No,Coillte West,https://www.coillte.ie/media/2017/01/Galway-Aghrane.pdf|Link to downloadable map^ https://www.coillte.ie/site/aghrane/|Link to website with further information,Ballygar,Ballygar,Ballygar Village,Ballygar Village,Red,"Car parking. Shops, restaurant, café, accommodation",M 787 529,M 787 529,,Discovery Series Sheet 40,Bus Eireann bus and local bus service,,Sport Ireland,e592f17f-4a56-41ff-93ec-b1b54f3d6927,Start,-8.3333,53.523202
63530,c5bf2a63-3f9b-4356-8560-090e2c1b6a50,Aghrane Castlekelly Loop,53.523202,-8.3333,Cycling,This trail follows forest road and forest track through mixed commercial forest and beautiful parkland trees planted by the old estate with a wide diversity of species throughout the forest. You pass by the old estate Grand Bridge close to the open parkland and Castlekelly ruin.,https://www.sportireland.ie/outdoors/cycling-off-road/trails/aghrane-castlekelly-loop,,"outdoor & adventure , leisure & recreation",Galway,Trail,753,Yes,Cycling Off Road,Loop,Easy,Easy,Off Road Cycling Trail,5.7,50 minutes,Aghrane Woods,On a lead,Yes,44,No,Coillte West,https://www.coillte.ie/media/2017/01/Galway-Aghrane.pdf|Link to downloadable map^ https://www.coillte.ie/site/aghrane/|Link to website with further information,Ballygar,Ballygar,Ballygar Village,Ballygar Village,Red,"Car parking. Shops, restaurant, café, accommodation",M 787 529,M 787 529,,Discovery Series Sheet 40,Bus Eireann bus and local bus service,,Sport Ireland,43719447-8649-4308-b6d1-5e2d6b023c27,Start,-8.3333,53.523202
63531,f91703a3-670a-498f-bef4-3d4c8d7dd16b,Lough Key - The Bog Garden Trail,53.98535,-8.23658,Walking,,https://www.sportireland.ie/outdoors/walking/trails/lough-key-the-bog-garden-trail,,leisure & recreation,Roscommon,Trail,754,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,4,1.25 hours,Lough Key Forest Park,Under effective control,Yes,,No,Coillte North and East,https://loughkey.ie/wp-content/uploads/2015/06/Map-of-Walking-Trails2.pdf |Link to downloadable map^ https://loughkey.ie/wp-content/uploads/2015/06/Map-of-Walking-Trails2.pdf |Link to website with further information,Boyle,Boyle,Visitor Centre Lough Key Forest Park,Visitor Centre Lough Key Forest Park,Blue,"Car parking. Shops, restaurants, cafés, accommodation",G 848 039,G 848 039,,Discovery Series Sheet 33,,,Sport Ireland,faf60de4-d9ff-4893-8989-c4a8c26bf5d0,Start,-8.23658,53.98535
